benchmark,cache_size,fw_cluster_cache_hits,fw_cluster_cache_misses,fw_cluster_total,rev_cluster_cache_hits,rev_cluster_cache_misses,rev_cluster_total,fw_dram_access,rev_dram_access,total_dram_access,fw_cycles,rev_cycles,total_cycles,fw_bw(MB),rev_bw(MB),total_bw(MB),bin_zero_read_count,bin_zero_bw(MB)
logsum_orig_total,32768,5042,4999,10041,21930,8775,30705,4999,8775,13774,57440,134834,192274,557.0,416.6,458.5,0,0.0
logsum_ad_pure,32768,5007,4994,10001,0,0,0,4994,4662,9656,57399,119923,177322,556.9,248.8,348.6,10023,5.7
logsum_ad_total,32768,5007,4994,10001,15647,5035,20682,4994,9697,14691,57399,119923,177322,556.9,517.6,530.3,10023,5.7
logsum_orig_pure,32768,5042,4999,10041,21930,8775,30705,4999,3740,8739,57440,134834,192274,557.0,177.5,290.9,0,0.0
logsum_orig_total,32768,5042,4999,10041,21930,8775,30705,4999,8775,13774,57440,134834,192274,557.0,416.6,458.5,0,0.0
logsum_ad_pure,32768,5007,4994,10001,0,0,0,4994,3125,8119,57399,119923,177322,556.9,166.8,293.1,10023,5.7
logsum_ad_total,32768,5007,4994,10001,15647,5035,20682,4994,8160,13154,57399,119923,177322,556.9,435.5,474.8,10023,5.7
logsum_orig_pure,32768,5042,4999,10041,21930,8775,30705,4999,3740,8739,57440,134834,192274,557.0,177.5,290.9,0,0.0
logsum_orig_total,32768,5042,4999,10041,21930,8775,30705,4999,8775,13774,57440,134834,192274,557.0,416.6,458.5,0,0.0
logsum_ad_pure,32768,5007,4994,10001,0,0,0,4994,2501,7495,57399,119923,177322,556.9,133.5,270.5,10023,5.7
logsum_ad_total,32768,5007,4994,10001,15647,5035,20682,4994,7536,12530,57399,119923,177322,556.9,402.2,452.3,10023,5.7
logsum_orig_pure,32768,5042,4999,10041,21930,8775,30705,4999,3740,8739,57440,134834,192274,557.0,177.5,290.9,0,0.0
logsum_orig_total,32768,5042,4999,10041,21930,8775,30705,4999,8775,13774,57440,134834,192274,557.0,416.6,458.5,0,0.0
matd_ad_pure,32768,258384,62816,321200,0,0,0,62816,366878,429694,386300,897848,1284148,1040.7,2615.2,2141.6,160800,12.5
matd_ad_total,32768,258384,62816,321200,321798,202,322000,62816,367080,429896,386300,897848,1284148,1040.7,2616.6,2142.6,160800,12.5
matd_orig_pure,32768,258734,62866,321600,420965,61835,482800,62866,61633,124499,386625,1116301,1502926,1040.7,353.4,530.2,0,0.0
matd_orig_total,32768,258734,62866,321600,420965,61835,482800,62866,61835,124701,386625,1116301,1502926,1040.7,354.5,531.0,0,0.0
matd_ad_pure,32768,258384,62816,321200,0,0,0,62816,92086,154902,386300,897848,1284148,1040.7,656.4,772.0,160800,12.5
matd_ad_total,32768,258384,62816,321200,321798,202,322000,62816,92288,155104,386300,897848,1284148,1040.7,657.9,773.0,160800,12.5
matd_orig_pure,32768,258734,62866,321600,420965,61835,482800,62866,61633,124499,386625,1116301,1502926,1040.7,353.4,530.2,0,0.0
matd_orig_total,32768,258734,62866,321600,420965,61835,482800,62866,61835,124701,386625,1116301,1502926,1040.7,354.5,531.0,0,0.0
matd_ad_pure,32768,258384,62816,321200,0,0,0,62816,60694,123510,386300,897848,1284148,1040.7,432.6,615.6,160800,12.5
matd_ad_total,32768,258384,62816,321200,321798,202,322000,62816,60896,123712,386300,897848,1284148,1040.7,434.1,616.6,160800,12.5
matd_orig_pure,32768,258734,62866,321600,420965,61835,482800,62866,61633,124499,386625,1116301,1502926,1040.7,353.4,530.2,0,0.0
matd_orig_total,32768,258734,62866,321600,420965,61835,482800,62866,61835,124701,386625,1116301,1502926,1040.7,354.5,531.0,0,0.0
matd_ad_pure,32768,258384,62816,321200,0,0,0,62816,34500,97316,386300,897848,1284148,1040.7,245.9,485.0,160800,12.5
matd_ad_total,32768,258384,62816,321200,321798,202,322000,62816,34702,97518,386300,897848,1284148,1040.7,247.4,486.0,160800,12.5
matd_orig_pure,32768,258734,62866,321600,420965,61835,482800,62866,61633,124499,386625,1116301,1502926,1040.7,353.4,530.2,0,0.0
matd_orig_total,32768,258734,62866,321600,420965,61835,482800,62866,61835,124701,386625,1116301,1502926,1040.7,354.5,531.0,0,0.0
matd_ad_pure,32768,258384,62816,321200,0,0,0,62816,22500,85316,386300,897848,1284148,1040.7,160.4,425.2,160800,12.5
matd_ad_total,32768,258384,62816,321200,321798,202,322000,62816,22702,85518,386300,897848,1284148,1040.7,161.8,426.2,160800,12.5
matd_orig_pure,32768,258734,62866,321600,420965,61835,482800,62866,61633,124499,386625,1116301,1502926,1040.7,353.4,530.2,0,0.0
matd_orig_total,32768,258734,62866,321600,420965,61835,482800,62866,61835,124701,386625,1116301,1502926,1040.7,354.5,531.0,0,0.0
matd_ad_pure,32768,258384,62816,321200,0,0,0,62816,22500,85316,386300,897848,1284148,1040.7,160.4,425.2,160800,12.5
matd_ad_total,32768,258384,62816,321200,321798,202,322000,62816,22702,85518,386300,897848,1284148,1040.7,161.8,426.2,160800,12.5
matd_orig_pure,32768,258734,62866,321600,420965,61835,482800,62866,61633,124499,386625,1116301,1502926,1040.7,353.4,530.2,0,0.0
matd_orig_total,32768,258734,62866,321600,420965,61835,482800,62866,61835,124701,386625,1116301,1502926,1040.7,354.5,531.0,0,0.0
mttkrp_ad_pure,32768,1242,38,1280,0,0,0,38,3144,3182,1263,1815,3078,194.0,11169.7,6666.1,768,25.1
mttkrp_ad_total,32768,1242,38,1280,2536,24,2560,38,3168,3206,1263,1815,3078,194.0,11255.0,6716.3,768,25.1
mttkrp_orig_pure,32768,1917,131,2048,3309,19,3328,131,0,131,1787,2089,3876,471.7,0.0,217.5,0,0.0
mttkrp_orig_total,32768,1917,131,2048,3309,19,3328,131,19,150,1787,2089,3876,471.7,58.5,249.0,0,0.0
mttkrp_ad_pure,32768,1242,38,1280,0,0,0,38,96,134,1263,1577,2840,193.9,392.2,304.0,768,27.2
mttkrp_ad_total,32768,1242,38,1280,2536,24,2560,38,120,158,1263,1577,2840,193.9,490.3,358.5,768,27.2
mttkrp_orig_pure,32768,1917,131,2048,3309,19,3328,131,0,131,1787,2089,3876,471.7,0.0,217.5,0,0.0
mttkrp_orig_total,32768,1917,131,2048,3309,19,3328,131,19,150,1787,2089,3876,471.7,58.5,249.0,0,0.0
mttkrp_ad_pure,32768,1242,38,1280,0,0,0,38,96,134,1263,1577,2840,193.9,392.2,304.0,768,27.2
mttkrp_ad_total,32768,1242,38,1280,2536,24,2560,38,120,158,1263,1577,2840,193.9,490.3,358.5,768,27.2
mttkrp_orig_pure,32768,1917,131,2048,3309,19,3328,131,0,131,1787,2089,3876,471.7,0.0,217.5,0,0.0
mttkrp_orig_total,32768,1917,131,2048,3309,19,3328,131,19,150,1787,2089,3876,471.7,58.5,249.0,0,0.0
mttkrp_ad_pure,32768,1242,38,1280,0,0,0,38,96,134,1263,1577,2840,193.9,392.2,304.0,768,27.2
mttkrp_ad_total,32768,1242,38,1280,2536,24,2560,38,120,158,1263,1577,2840,193.9,490.3,358.5,768,27.2
mttkrp_orig_pure,32768,1917,131,2048,3309,19,3328,131,0,131,1787,2089,3876,471.7,0.0,217.5,0,0.0
mttkrp_orig_total,32768,1917,131,2048,3309,19,3328,131,19,150,1787,2089,3876,471.7,58.5,249.0,0,0.0
mttkrp_ad_pure,32768,1242,38,1280,0,0,0,38,96,134,1263,1577,2840,193.9,392.2,304.0,768,27.2
mttkrp_ad_total,32768,1242,38,1280,2536,24,2560,38,120,158,1263,1577,2840,193.9,490.3,358.5,768,27.2
mttkrp_orig_pure,32768,1917,131,2048,3309,19,3328,131,0,131,1787,2089,3876,471.7,0.0,217.5,0,0.0
mttkrp_orig_total,32768,1917,131,2048,3309,19,3328,131,19,150,1787,2089,3876,471.7,58.5,249.0,0,0.0
mttkrp_ad_pure,32768,1242,38,1280,0,0,0,38,96,134,1263,1577,2840,193.9,392.2,304.0,768,27.2
mttkrp_ad_total,32768,1242,38,1280,2536,24,2560,38,120,158,1263,1577,2840,193.9,490.3,358.5,768,27.2
mttkrp_orig_pure,32768,1917,131,2048,3309,19,3328,131,0,131,1787,2089,3876,471.7,0.0,217.5,0,0.0
mttkrp_orig_total,32768,1917,131,2048,3309,19,3328,131,19,150,1787,2089,3876,471.7,58.5,249.0,0,0.0
lenet_ad_pure,32768,198297,2563,200860,0,0,0,2563,1148124,1150687,339583,462965,802548,48.3,15872.1,9176.6,54770,6.8
lenet_ad_total,32768,198297,2563,200860,333480,941,334421,2563,1149065,1151628,339583,462965,802548,48.3,15885.1,9184.1,54770,6.8
lenet_orig_pure,32768,235177,9627,244804,381938,7253,389191,9627,6312,15939,368279,497969,866248,167.3,81.1,117.8,0,0.0
lenet_orig_total,32768,235177,9627,244804,381938,7253,389191,9627,7253,16880,368279,497969,866248,167.3,93.2,124.7,0,0.0
lenet_ad_pure,32768,198297,2563,200860,0,0,0,2563,8907,11470,339583,445829,785412,48.3,127.9,93.5,54770,7.0
lenet_ad_total,32768,198297,2563,200860,333480,941,334421,2563,9848,12411,339583,445829,785412,48.3,141.4,101.1,54770,7.0
lenet_orig_pure,32768,235177,9627,244804,381938,7253,389191,9627,6312,15939,368279,497969,866248,167.3,81.1,117.8,0,0.0
lenet_orig_total,32768,235177,9627,244804,381938,7253,389191,9627,7253,16880,368279,497969,866248,167.3,93.2,124.7,0,0.0
lenet_ad_pure,32768,198297,2563,200860,0,0,0,2563,6847,9410,339583,445815,785398,48.3,98.3,76.7,54770,7.0
lenet_ad_total,32768,198297,2563,200860,333480,941,334421,2563,7788,10351,339583,445815,785398,48.3,111.8,84.3,54770,7.0
lenet_orig_pure,32768,235177,9627,244804,381938,7253,389191,9627,6312,15939,368279,497969,866248,167.3,81.1,117.8,0,0.0
lenet_orig_total,32768,235177,9627,244804,381938,7253,389191,9627,7253,16880,368279,497969,866248,167.3,93.2,124.7,0,0.0
lenet_ad_pure,32768,198297,2563,200860,0,0,0,2563,6847,9410,339583,445815,785398,48.3,98.3,76.7,54770,7.0
lenet_ad_total,32768,198297,2563,200860,333480,941,334421,2563,7788,10351,339583,445815,785398,48.3,111.8,84.3,54770,7.0
lenet_orig_pure,32768,235177,9627,244804,381938,7253,389191,9627,6312,15939,368279,497969,866248,167.3,81.1,117.8,0,0.0
lenet_orig_total,32768,235177,9627,244804,381938,7253,389191,9627,7253,16880,368279,497969,866248,167.3,93.2,124.7,0,0.0
lenet_ad_pure,32768,198297,2563,200860,0,0,0,2563,6847,9410,339583,445815,785398,48.3,98.3,76.7,54770,7.0
lenet_ad_total,32768,198297,2563,200860,333480,941,334421,2563,7788,10351,339583,445815,785398,48.3,111.8,84.3,54770,7.0
lenet_orig_pure,32768,235177,9627,244804,381938,7253,389191,9627,6312,15939,368279,497969,866248,167.3,81.1,117.8,0,0.0
lenet_orig_total,32768,235177,9627,244804,381938,7253,389191,9627,7253,16880,368279,497969,866248,167.3,93.2,124.7,0,0.0
somier_ad_pure,32768,21531,77253,98784,0,0,0,77253,277015,354268,395663,364367,760030,1249.6,4865.8,2983.3,24696,3.2
somier_ad_total,32768,21531,77253,98784,25732,73052,98784,77253,350067,427320,395663,364367,760030,1249.6,6149.0,3598.5,24696,3.2
somier_orig_pure,32768,38376,85104,123480,95381,28099,123480,85104,0,85104,453883,272883,726766,1200.1,0.0,749.5,0,0.0
somier_orig_total,32768,38376,85104,123480,95381,28099,123480,85104,28099,113203,453883,272883,726766,1200.1,659.0,996.9,0,0.0
somier_ad_pure,32768,21531,77253,98784,0,0,0,77253,45233,122486,395663,317075,712738,1249.6,913.0,1099.9,24696,3.5
somier_ad_total,32768,21531,77253,98784,38779,60005,98784,77253,105238,182491,395663,317075,712738,1249.6,2124.2,1638.7,24696,3.5
somier_orig_pure,32768,38376,85104,123480,95381,28099,123480,85104,0,85104,453883,272883,726766,1200.1,0.0,749.5,0,0.0
somier_orig_total,32768,38376,85104,123480,95381,28099,123480,85104,28099,113203,453883,272883,726766,1200.1,659.0,996.9,0,0.0
somier_ad_pure,32768,21531,77253,98784,0,0,0,77253,7917,85170,395663,201939,597602,1249.7,250.9,912.2,24696,4.1
